time,pos_meas1,pos_meas2,vel_meas1,vel_meas2,tau_con1,tau_con2
2.820000000000001950e-01,7.099667283403084950e-01,-1.717080371260043536e+00,1.855790575501478523e+00,-6.198986391750331393e+00,0.000000000000000000e+00,-1.468445062637329102e+00
2.840000000000001967e-01,7.136448642349962901e-01,-1.729443462599939307e+00,1.822318720335242670e+00,-6.164103701510184052e+00,0.000000000000000000e+00,-1.469176530838012695e+00
2.860000000000001985e-01,7.172559183166654639e-01,-1.741736827698764145e+00,1.788709275496434881e+00,-6.129260933105829423e+00,0.000000000000000000e+00,-1.469893217086791992e+00
2.880000000000002003e-01,7.207996179204704257e-01,-1.753960549840290373e+00,1.754964747611866827e+00,-6.094461484920879357e+00,0.000000000000000000e+00,-1.470595002174377441e+00
2.900000000000002021e-01,7.242756953548258325e-01,-1.766114718868159628e+00,1.721087604657162151e+00,-6.059708520913970276e+00,0.000000000000000000e+00,-1.471282482147216797e+00
2.920000000000002038e-01,7.276838878514237940e-01,-1.778199430774494605e+00,1.687080303164501416e+00,-6.025005027898063581e+00,0.000000000000000000e+00,-1.471955299377441406e+00
2.940000000000002056e-01,7.310239375232805425e-01,-1.790214787301006139e+00,1.652945269176137932e+00,-5.990353770956607704e+00,0.000000000000000000e+00,-1.472614288330078125e+00
2.960000000000002074e-01,7.342955913432552828e-01,-1.802160895580223743e+00,1.618684937599365492e+00,-5.955757377906781613e+00,0.000000000000000000e+00,-1.473259210586547852e+00
2.980000000000002092e-01,7.374986011390142204e-01,-1.814037867808501625e+00,1.584301729471130349e+00,-5.921218286875130410e+00,0.000000000000000000e+00,-1.473890423774719238e+00
3.000000000000002109e-01,7.406327235878171766e-01,-1.825845820914199447e+00,1.549798074391543157e+00,-5.886738793710266648e+00,0.000000000000000000e+00,-1.474508047103881836e+00
3.020000000000002127e-01,7.436977202331700454e-01,-1.837584876270124568e+00,1.515176410020073972e+00,-5.852321048930270386e+00,0.000000000000000000e+00,-1.475112557411193848e+00
3.040000000000002145e-01,7.466933575161129877e-01,-1.849255159434654683e+00,1.480439197173238242e+00,-5.817967089395129854e+00,0.000000000000000000e+00,-1.475703954696655273e+00
3.060000000000002163e-01,7.496194068142716382e-01,-1.860856799906698722e+00,1.445588912552632888e+00,-5.783678820563272538e+00,0.000000000000000000e+00,-1.476282477378845215e+00
3.080000000000002180e-01,7.524756444851822268e-01,-1.872389930886942722e+00,1.410628060240436632e+00,-5.749458040449455964e+00,0.000000000000000000e+00,-1.476848363876342773e+00
3.100000000000002198e-01,7.552618519259621799e-01,-1.883854689072504529e+00,1.375559176568890152e+00,-5.715306449103841224e+00,0.000000000000000000e+00,-1.477401971817016602e+00
3.120000000000002216e-01,7.579778156455491134e-01,-1.895251214477009061e+00,1.340384837812961694e+00,-5.681225664546416532e+00,0.000000000000000000e+00,-1.477943181991577148e+00
